post_id,title,keyword,keyword_text,snippet
262,코인분석기 3종,score,점수,"분합니다. 마지막 업데이트 시간이 표시됩니다. 통계 패널 분석 결과 요약 통계가 표시됩니다. 극과매도 코인 수, 강한매수 코인 수, 매수 코인 수, 평균 바닥권 점수, 최고 바닥권 점수가 나타납니다. 결과 그리드 분석된 코인들이 카드 형태로 표시됩니다. 각 카드에는 심볼, 현재가, 24시간 변동률, 바닥권 점수 게이지, 신호 배지가 포함됩니다. 바닥권 점수가 높을수록 게이지가 빨간색으로 채워집니다. 바닥권 점수 산출 로직 상세"
262,코인분석기 3종,score,점수,"데이트 시간이 표시됩니다. 통계 패널 분석 결과 요약 통계가 표시됩니다. 극과매도 코인 수, 강한매수 코인 수, 매수 코인 수, 평균 바닥권 점수, 최고 바닥권 점수가 나타납니다. 결과 그리드 분석된 코인들이 카드 형태로 표시됩니다. 각 카드에는 심볼, 현재가, 24시간 변동률, 바닥권 점수 게이지, 신호 배지가 포함됩니다. 바닥권 점수가 높을수록 게이지가 빨간색으로 채워집니다. 바닥권 점수 산출 로직 상세 총점 100점 만점"
262,코인분석기 3종,score,점수,"평균 바닥권 점수, 최고 바닥권 점수가 나타납니다. 결과 그리드 분석된 코인들이 카드 형태로 표시됩니다. 각 카드에는 심볼, 현재가, 24시간 변동률, 바닥권 점수 게이지, 신호 배지가 포함됩니다. 바닥권 점수가 높을수록 게이지가 빨간색으로 채워집니다. 바닥권 점수 산출 로직 상세 총점 100점 만점으로 다음 조건을 충족할 때마다 점수가 가산됩니다. RSI (25점) RSI가 20 미만이면 25점 전체가 부여됩니다. RSI가"
262,코인분석기 3종,score,점수,"니다. 결과 그리드 분석된 코인들이 카드 형태로 표시됩니다. 각 카드에는 심볼, 현재가, 24시간 변동률, 바닥권 점수 게이지, 신호 배지가 포함됩니다. 바닥권 점수가 높을수록 게이지가 빨간색으로 채워집니다. 바닥권 점수 산출 로직 상세 총점 100점 만점으로 다음 조건을 충족할 때마다 점수가 가산됩니다. RSI (25점) RSI가 20 미만이면 25점 전체가 부여됩니다. RSI가 20-30이면 20점이 부여됩니다. RSI가"
262,코인분석기 3종,score,점수,"다. 각 카드에는 심볼, 현재가, 24시간 변동률, 바닥권 점수 게이지, 신호 배지가 포함됩니다. 바닥권 점수가 높을수록 게이지가 빨간색으로 채워집니다. 바닥권 점수 산출 로직 상세 총점 100점 만점으로 다음 조건을 충족할 때마다 점수가 가산됩니다. RSI (25점) RSI가 20 미만이면 25점 전체가 부여됩니다. RSI가 20-30이면 20점이 부여됩니다. RSI가 30-40이면 10점이 부여됩니다. Stochastic"
262,코인분석기 3종,score,점수,신호 배지가 포함됩니다. 바닥권 점수가 높을수록 게이지가 빨간색으로 채워집니다. 바닥권 점수 산출 로직 상세 총점 100점 만점으로 다음 조건을 충족할 때마다 점수가 가산됩니다. RSI (25점) RSI가 20 미만이면 25점 전체가 부여됩니다. RSI가 20-30이면 20점이 부여됩니다. RSI가 30-40이면 10점이 부여됩니다. Stochastic RSI (20점) Stochastic RSI K값이 10 미만이면 20점
262,코인분석기 3종,score,점수,"X (5점) ADX가 20 미만이면 5점이 부여됩니다. 추세가 약할 때 바닥권 반등 가능성이 높기 때문입니다. 신호 분류 기준 극과매도 (EXTREME) 바닥권 점수 80점 이상이거나, RSI 20 미만이면서 MFI도 20 미만일 때 부여됩니다. 여러 지표가 동시에 극단적 과매도를 나타내는 상태입니다. 반등 확률이 매우 높지만 추가 하락 가능성도 있습니다. 분할 매수 전략을 권장합니다. 강한매수 (STRONG) 바닥권 점수 6"
262,코인분석기 3종,score,점수,시에 극단적 과매도를 나타내는 상태입니다. 반등 확률이 매우 높지만 추가 하락 가능성도 있습니다. 분할 매수 전략을 권장합니다. 강한매수 (STRONG) 바닥권 점수 60-79점일 때 부여됩니다. 과매도 신호가 다수 발생한 상태입니다. 적극적인 매수를 고려할 수 있습니다. 매수 (BUY) 바닥권 점수 40-59점일 때 부여됩니다. 일부 지표에서 과매도 신호가 발생한 상태입니다. 관심 종목으로 등록하고 모니터링합니다. 중립 (N
262,코인분석기 3종,score,점수,(STRONG) 바닥권 점수 60-79점일 때 부여됩니다. 과매도 신호가 다수 발생한 상태입니다. 적극적인 매수를 고려할 수 있습니다. 매수 (BUY) 바닥권 점수 40-59점일 때 부여됩니다. 일부 지표에서 과매도 신호가 발생한 상태입니다. 관심 종목으로 등록하고 모니터링합니다. 중립 (NEUTRAL) 바닥권 점수 20-39점일 때 부여됩니다. 바닥권이라고 판단하기 어려운 상태입니다. 추가 하락을 기다리거나 다른 종목을 탐
262,코인분석기 3종,score,점수,바닥권 점수 40-59점일 때 부여됩니다. 일부 지표에서 과매도 신호가 발생한 상태입니다. 관심 종목으로 등록하고 모니터링합니다. 중립 (NEUTRAL) 바닥권 점수 20-39점일 때 부여됩니다. 바닥권이라고 판단하기 어려운 상태입니다. 추가 하락을 기다리거나 다른 종목을 탐색합니다. 매도 (SELL) 바닥권 점수 20점 미만일 때 부여됩니다. 과매도 구간이 아니라 오히려 상승 후 조정 가능성이 있습니다. 사용 방법 상세 가이
262,코인분석기 3종,score,점수,) 바닥권 점수 20-39점일 때 부여됩니다. 바닥권이라고 판단하기 어려운 상태입니다. 추가 하락을 기다리거나 다른 종목을 탐색합니다. 매도 (SELL) 바닥권 점수 20점 미만일 때 부여됩니다. 과매도 구간이 아니라 오히려 상승 후 조정 가능성이 있습니다. 사용 방법 상세 가이드 분석 실행하기 원하는 시간대를 선택합니다. 바닥권 분석에는 30분봉 이상을 권장합니다. 분석 코인 개수를 선택합니다. 처음에는 상위 50개로 빠르게
262,코인분석기 3종,score,점수,". 빗썸 마켓 정보 로딩, 캔들 데이터 수집, 지표 계산이 순차적으로 진행됩니다. 분석 코인 수에 따라 1-5분 정도 소요됩니다. 분석이 완료되면 결과가 바닥권 점수 순으로 정렬되어 표시됩니다. 결과 해석하기 상단 통계 패널에서 전체 시장 상황을 파악합니다. 극과매도 코인이 많으면 시장 전체가 공포 상태이며, 역발상 매수 기회일 수 있습니다. 평균 바닥권 점수가 50점 이상이면 전반적으로 과매도 장세입니다. 결과 그리드에서 상"
262,코인분석기 3종,score,점수,"과 해석하기 상단 통계 패널에서 전체 시장 상황을 파악합니다. 극과매도 코인이 많으면 시장 전체가 공포 상태이며, 역발상 매수 기회일 수 있습니다. 평균 바닥권 점수가 50점 이상이면 전반적으로 과매도 장세입니다. 결과 그리드에서 상위 종목들을 확인합니다. 바닥권 점수가 높은 순서대로 정렬되어 있습니다. 신호 배지 색상으로 빠르게 구분할 수 있습니다. 빨간색 EXTREME은 최우선 관심 종목입니다. 주황색 STRONG은 관심"
262,코인분석기 3종,score,점수,"상태이며, 역발상 매수 기회일 수 있습니다. 평균 바닥권 점수가 50점 이상이면 전반적으로 과매도 장세입니다. 결과 그리드에서 상위 종목들을 확인합니다. 바닥권 점수가 높은 순서대로 정렬되어 있습니다. 신호 배지 색상으로 빠르게 구분할 수 있습니다. 빨간색 EXTREME은 최우선 관심 종목입니다. 주황색 STRONG은 관심 종목입니다. 녹색 BUY는 참고 종목입니다. 상세 분석 확인하기 관심 있는 코인 카드를 터치하면 상세 모"
262,코인분석기 3종,score,점수,"입니다. 녹색 BUY는 참고 종목입니다. 상세 분석 확인하기 관심 있는 코인 카드를 터치하면 상세 모달이 열립니다. 기본 정보 섹션에서 현재가, 변동률, 바닥권 점수, 신호를 확인합니다. 보조지표 섹션에서 RSI, Stochastic RSI K, Williams %R, CCI, MFI, ADX의 정확한 수치를 확인합니다. 각 지표 수치 옆에 색상으로 상태가 표시됩니다. 녹색은 과매도(매수 유리), 빨간색은 과매수(매도 유리),"
262,코인분석기 3종,score,점수,"N (5분)으로 변경됩니다. 새로운 바닥권 진입 종목을 실시간으로 포착할 수 있습니다. 다시 터치하면 자동 갱신이 중지됩니다. 실전 매매 전략 기본 전략 바닥권 점수 70점 이상 종목을 선별합니다. RSI 30 이하, Stochastic RSI 20 이하, Williams %R -80 이하가 동시에 충족되는지 확인합니다. 볼린저밴드 하단 이탈 또는 근접 여부를 확인합니다. 24시간 변동률이 -10% 이상 급락한 종목은 기술적"
262,코인분석기 3종,score,점수,"기에서 상세 분석합니다. 분할 매수로 진입합니다. 1차 매수는 현재가, 2차 매수는 -5% 하락 시, 3차 매수는 -10% 하락 시로 계획합니다. 익절은 바닥권 점수가 30점 이하로 떨어지거나 RSI가 50 이상으로 회복될 때 합니다. 손절은 바닥권 점수가 계속 상승함에도 가격이 추가 -15% 이상 하락할 때 합니다. 주의사항 바닥권이라고 해서 반드시 반등하는 것은 아닙니다. 하락 추세가 강한 종목은 바닥권 상태가 오래 지속될"
262,코인분석기 3종,score,점수,"하락 시, 3차 매수는 -10% 하락 시로 계획합니다. 익절은 바닥권 점수가 30점 이하로 떨어지거나 RSI가 50 이상으로 회복될 때 합니다. 손절은 바닥권 점수가 계속 상승함에도 가격이 추가 -15% 이상 하락할 때 합니다. 주의사항 바닥권이라고 해서 반드시 반등하는 것은 아닙니다. 하락 추세가 강한 종목은 바닥권 상태가 오래 지속될 수 있습니다. 비트코인 하락장에서는 알트코인 바닥권 매수가 위험할 수 있습니다. 전체 시"
262,코인분석기 3종,score,점수,"택이 가능합니다. 코인을 선택하면 자동으로 분석이 시작됩니다. 종합 신호 해석하기 종합 시그널 패널에서 전체적인 방향성을 파악합니다. Strong Buy는 종합 점수 80점 이상으로, 대부분의 지표가 상승을 예측합니다. 적극적인 매수를 고려합니다. Buy는 종합 점수 60-79점으로, 다수의 지표가 상승을 예측합니다. 매수를 고려하되 리스크 관리에 주의합니다. Neutral은 종합 점수 40-59점으로, 상승과 하락 신호가 혼"
262,코인분석기 3종,score,점수,"전체적인 방향성을 파악합니다. Strong Buy는 종합 점수 80점 이상으로, 대부분의 지표가 상승을 예측합니다. 적극적인 매수를 고려합니다. Buy는 종합 점수 60-79점으로, 다수의 지표가 상승을 예측합니다. 매수를 고려하되 리스크 관리에 주의합니다. Neutral은 종합 점수 40-59점으로, 상승과 하락 신호가 혼재합니다. 관망하거나 소량 매매만 합니다. Sell은 종합 점수 20-39점으로, 다수의 지표가 하락을"
262,코인분석기 3종,score,점수,"적인 매수를 고려합니다. Buy는 종합 점수 60-79점으로, 다수의 지표가 상승을 예측합니다. 매수를 고려하되 리스크 관리에 주의합니다. Neutral은 종합 점수 40-59점으로, 상승과 하락 신호가 혼재합니다. 관망하거나 소량 매매만 합니다. Sell은 종합 점수 20-39점으로, 다수의 지표가 하락을 예측합니다. 매도를 고려하거나 매수를 자제합니다. Strong Sell은 종합 점수 20점 미만으로, 대부분의 지표가 하"
262,코인분석기 3종,score,점수,"고려하되 리스크 관리에 주의합니다. Neutral은 종합 점수 40-59점으로, 상승과 하락 신호가 혼재합니다. 관망하거나 소량 매매만 합니다. Sell은 종합 점수 20-39점으로, 다수의 지표가 하락을 예측합니다. 매도를 고려하거나 매수를 자제합니다. Strong Sell은 종합 점수 20점 미만으로, 대부분의 지표가 하락을 예측합니다. 적극적인 매도를 고려합니다. 캔들 패턴 분석하기 메인 차트에서 캔들 패턴을 확인합니다."
262,코인분석기 3종,score,점수,"소량 매매만 합니다. Sell은 종합 점수 20-39점으로, 다수의 지표가 하락을 예측합니다. 매도를 고려하거나 매수를 자제합니다. Strong Sell은 종합 점수 20점 미만으로, 대부분의 지표가 하락을 예측합니다. 적극적인 매도를 고려합니다. 캔들 패턴 분석하기 메인 차트에서 캔들 패턴을 확인합니다. 장대 양봉(큰 빨간 캔들)은 강한 매수세를 나타냅니다. 장대 음봉(큰 파란 캔들)은 강한 매도세를 나타냅니다. 도지(십자형"
262,코인분석기 3종,score,점수,"뉴스가 예정된 시간대에는 매매를 자제합니다. 3종 프로그램 연계 활용법 1단계 바닥권 분석기 바닥권 분석기를 실행하여 과매도 상태의 종목을 발굴합니다. 바닥권 점수 70점 이상인 종목을 리스트업합니다. 극과매도 신호가 나온 종목을 우선 선별합니다. 2단계 차트 분석기 선별된 종목을 차트 분석기에서 상세 분석합니다. 종합 신호가 Buy 이상인지 확인합니다. Squeeze Momentum, Z-Score, RCI 등을 추가 검증"
262,코인분석기 3종,score,점수,"저항선 위치를 파악합니다. 매수가, 익절가, 손절가를 사전에 계획합니다. 3단계 단타용 미니맵 최종 선별된 종목을 단타용 미니맵에서 실시간 모니터링합니다. 종합 점수가 70점 이상 + LONG 신호 발생 시 진입합니다. MTF 분석으로 여러 시간대 신호 일치 여부를 확인합니다. TRACK 기능으로 수익률을 추적합니다. 신호가 HOLD 또는 SHORT로 전환되면 청산을 고려합니다. 연계 활용의 장점 바닥권 분석기로 저점 매수 기"
262,코인분석기 3종,accumulation,매집,"면 추세가 강해 방향성 매매가 유리합니다. 기본 가중치는 8%입니다. OBV (On Balance Volume) 거래량 누적 추세의 기울기입니다. 양의 기울기면 매집 진행 중, 음의 기울기면 분산 진행 중입니다. 기본 가중치는 8%입니다. ATR% (Average True Range Percentage) 현재가 대비 변동성 비율입니다. 변동성이 클수록 단타 수익 기회가 많지만 리스크도 큽니다. 기본 가중치는 7%입니다. 사용"
262,코인분석기 3종,trading_value,거래대금,"코인 방향성을 함께 확인하는 것이 중요합니다. 메인 코인 그리드 30개 코인이 카드 형태로 배열되어 있습니다. 각 카드에는 다음 정보가 표시됩니다. 순위 배지 (거래대금 기준), 코인명과 심볼, 현재가, 24시간 변동률, 종합 점수, 매매 신호(LONG/SHORT/HOLD), 10개 보조지표의 미니 신호등, 점수 바가 한눈에 보입니다. 10개 보조지표 상세 설명 RSI (Relative Strength Index) 14봉 기준"
262,코인분석기 3종,buy,매수,"실시간 기술적 분석을 제공하며, 각 프로그램은 서로 다른 목적에 최적화되어 있습니다. ""단타용 미니맵"" 은 빠른 매매 타이밍 포착에, ""바닥권 분석기"" 는 저점 매수 기회 발굴에, ""차트 분석기"" 는 개별 종목 심층 분석에 특화되어 있습니다. 1. 단타용 미니맵 v5.1 이 프로그램은 무엇인가요? 단타용 미니맵은 거래소의 상위 30개 암호화폐를 동시에 모니터링 실시간 매매 신호를 제공 하는 프로그램입니다. 10개의 기술적 지"
262,코인분석기 3종,buy,매수,"타용 미니맵은 거래소의 상위 30개 암호화폐를 동시에 모니터링 실시간 매매 신호를 제공 하는 프로그램입니다. 10개의 기술적 지표를 종합 분석하여 각 코인별로 매수/매도/관망 신호를 생성합니다. 멀티타임프레임 교차분석 기능을 통해 1분, 3분, 5분, 15분봉의 신호를 동시에 확인할 수 있어 신뢰도 높은 매매 판단이 가능합니다. 화면 구성 설명 신호등 바 (30개 코인) 저작권 경고 아래에 30개의 작은 사각형이 나열되어 있"
262,코인분석기 3종,buy,매수,"다. 화면 구성 설명 신호등 바 (30개 코인) 저작권 경고 아래에 30개의 작은 사각형이 나열되어 있습니다. 이것이 30개 코인의 실시간 신호등입니다. 녹색은 매수 신호(LONG), 빨간색은 매도 신호(SHORT), 노란색은 관망 신호(HOLD)를 의미합니다. 각 사각형에 마우스를 올리면 해당 코인의 심볼이 표시됩니다. 1분마다 자동으로 갱신되며, 우측의 평균 점수와 롱/홀드/숏 개수 통계를 확인할 수 있습니다. 수익률 추적"
262,코인분석기 3종,buy,매수,"수 바가 한눈에 보입니다. 10개 보조지표 상세 설명 RSI (Relative Strength Index) 14봉 기준 상대강도지수입니다. 30 이하면 과매도로 매수 신호, 70 이상이면 과매수로 매도 신호입니다. 기본 가중치는 15%로 가장 높습니다. Stochastic 14봉 기준 스토캐스틱 %K 값입니다. 20 이하면 과매도, 80 이상이면 과매수입니다. 기본 가중치는 12%입니다. CCI (Commodity Channe"
262,코인분석기 3종,buy,매수,"0개 보조지표 상세 설명 RSI (Relative Strength Index) 14봉 기준 상대강도지수입니다. 30 이하면 과매도로 매수 신호, 70 이상이면 과매수로 매도 신호입니다. 기본 가중치는 15%로 가장 높습니다. Stochastic 14봉 기준 스토캐스틱 %K 값입니다. 20 이하면 과매도, 80 이상이면 과매수입니다. 기본 가중치는 12%입니다. CCI (Commodity Channel Index) 20봉 기준"
262,코인분석기 3종,buy,매수,"매수로 매도 신호입니다. 기본 가중치는 15%로 가장 높습니다. Stochastic 14봉 기준 스토캐스틱 %K 값입니다. 20 이하면 과매도, 80 이상이면 과매수입니다. 기본 가중치는 12%입니다. CCI (Commodity Channel Index) 20봉 기준 상품채널지수입니다. -100 이하면 과매도, +100 이상이면 과매수입니다. 기본 가중치는 10%입니다. Williams %R 14봉 기준 윌리엄스 %R입니다."
262,코인분석기 3종,buy,매수,"기본 가중치는 12%입니다. CCI (Commodity Channel Index) 20봉 기준 상품채널지수입니다. -100 이하면 과매도, +100 이상이면 과매수입니다. 기본 가중치는 10%입니다. Williams %R 14봉 기준 윌리엄스 %R입니다. -80 이하면 과매도, -20 이상이면 과매수입니다. 기본 가중치는 10%입니다. MFI (Money Flow Index) 14봉 기준 자금흐름지수입니다. 거래량을 가중한"
262,코인분석기 3종,buy,매수,", +100 이상이면 과매수입니다. 기본 가중치는 10%입니다. Williams %R 14봉 기준 윌리엄스 %R입니다. -80 이하면 과매도, -20 이상이면 과매수입니다. 기본 가중치는 10%입니다. MFI (Money Flow Index) 14봉 기준 자금흐름지수입니다. 거래량을 가중한 RSI라고 생각하면 됩니다. 20 이하면 과매도, 80 이상이면 과매수입니다. 기본 가중치는 12%입니다. BB%B (Bollinger B"
